,Green,Red,NIR,SWIR1,SWIR2,Blue, ID,Date,Concentration,ln_Concentration,SSC_predicted,lnSSC_predicted,Year
29,0.097165,0.0931225,0.04235749999999999,0.005232500000000001,0.0052875000000000005,0.061992500000000006,08MH024,1990-07-20,153,5.030437921392435,148.348596225,4.624118924999999,1990
30,0.09512999999999999,0.08407500000000001,0.039965,0.010732500000000006,0.0053425,0.06435750000000001,08MH024,1990-08-12,24,3.1780538303479458,88.27778075000012,3.856876350000002,1990
31,0.09573500000000001,0.07585249999999999,0.029404999999999987,0.007157499999999983,0.006525000000000003,0.060699999999999976,08MH024,1990-08-28,32,3.4657359027997265,12.817196649999772,3.008980949999997,1990
32,0.0811325,0.06202000000000002,0.023244999999999988,0.0064700000000000035,0.006332499999999991,0.05624499999999999,08MH024,1990-09-06,294,5.683579767338681,15.802451450000234,3.005925975000002,1990
33,0.07299250000000002,0.05437500000000001,0.03141250000000001,0.0075425000000000075,0.006937499999999985,0.050854999999999984,08MH024,1990-09-13,18,2.8903717578961645,18.821936874999892,2.8823417999999985,1990
34,0.0597375,0.03674749999999999,0.018295000000000006,0.004572500000000007,0.0024824999999999986,0.039167499999999994,08MH024,1990-09-22,14,2.6390573296152584,-21.99540315000013,2.4049662749999987,1990
35,0.05382500000000001,0.04264625,0.025829999999999992,0.008807499999999996,0.007968749999999997,0.04052875,08MH024,1991-03-17,22,3.091042453358316,77.42714864999985,3.5581974749999987,1991
36,0.11431125,0.12298750000000003,0.08762249999999999,0.015737499999999988,0.009027499999999994,0.07946875,08MH024,1991-04-18,131,4.875197323201151,262.9904136250001,5.704290187500002,1991
37,0.09650500000000001,0.09534999999999999,0.04705999999999999,0.0072399999999999964,0.0049849999999999894,0.06312000000000001,08MH024,1991-06-05,318,5.762051382780177,173.01900599999985,4.8826252499999985,1991
38,0.10816500000000001,0.10610249999999999,0.05544749999999998,0.007212499999999983,0.0049849999999999894,0.0692525,08MH024,1991-07-07,230,5.438079308923196,168.39179852499976,4.814235224999997,1991
39,0.10046500000000003,0.0892175,0.037654999999999994,0.0047649999999999915,0.005122500000000002,0.06564999999999999,08MH024,1991-07-23,103,4.634728988229636,87.62683154999972,3.9185302499999963,1991
40,0.1025275,0.09777000000000002,0.04332,0.0055074999999999985,0.005424999999999985,0.06754749999999998,08MH024,1991-07-30,99,4.59511985013459,143.49731270000035,4.592117175000002,1991
41,0.109155,0.103655,0.05882999999999999,0.005534999999999984,0.005589999999999984,0.0689225,08MH024,1991-08-15,170,5.135798437050262,139.68335529999996,4.40872215,1991
42,0.1171025,0.11349999999999999,0.05294500000000002,0.006745000000000001,0.0019599999999999895,0.07010499999999997,08MH024,1991-09-09,91,4.51085950651685,157.06986125,4.768254674999998,1991
43,0.0892175,0.0746425,0.03292500000000001,0.007872500000000004,0.0024824999999999986,0.059242499999999976,08MH024,1991-09-16,78,4.356708826689592,56.67764954999997,3.4843566750000003,1991
44,0.09975,0.07964749999999998,0.0693625,0.039745,0.027782499999999988,0.07266250000000002,08MH024,1991-09-25,38,3.6375861597263857,14.556753974999708,2.583032624999997,1991
45,0.06796000000000002,0.044117500000000004,0.03320000000000001,0.009165000000000006,0.008614999999999984,0.04783000000000001,08MH024,1991-10-11,69,4.23410650459726,-26.442890700000106,2.233276349999998,1991
46,0.1521925,0.14586749999999998,0.16577750000000002,0.08456999999999998,0.05745499999999998,0.14336500000000002,08MH024,1992-04-20,114,4.736198448394496,149.23906492499978,3.5884955999999955,1992
47,0.1052225,0.10541499999999998,0.10126249999999998,0.019807500000000006,0.0083675,0.06969249999999999,08MH024,1992-05-06,259,5.556828061699537,190.03670477499992,4.521075599999998,1992
48,0.10432875,0.0841575,0.057510000000000006,0.013014999999999999,0.0052875000000000005,0.06900499999999998,08MH024,1992-07-16,28,3.332204510175204,14.13759595000002,2.7564199874999993,1992
49,0.10637750000000001,0.08850249999999998,0.05398999999999998,0.0083125,0.005562499999999998,0.06996750000000002,08MH024,1992-08-10,33,3.4965075614664802,33.80748189999973,3.0703568249999975,1992
50,0.10041,0.07640249999999998,0.05080000000000001,0.014444999999999986,0.005782499999999996,0.06785000000000002,08MH024,1992-08-17,29,3.367295829986474,-19.69570410000017,2.366761349999998,1992
51,0.10536000000000001,0.10459000000000002,0.07761249999999997,0.011667499999999997,0.0075425000000000075,0.066585,08MH024,1992-09-27,88,4.477336814478207,180.27742777499998,4.679801475000001,1992
