 ID,PARAM,Date,Concentration,SYM
08MH024,3,21-04-1971,152,
08MH024,3,22-04-1971,173,
08MH024,3,23-04-1971,206,
08MH024,3,24-04-1971,267,S
08MH024,3,25-04-1971,344,
08MH024,3,26-04-1971,428,S
08MH024,3,27-04-1971,516,
08MH024,3,28-04-1971,610,S
08MH024,3,29-04-1971,637,
08MH024,3,30-04-1971,552,S
08MH024,3,1971-01-05,457,
08MH024,3,1971-02-05,453,S
08MH024,3,1971-03-05,479,S
08MH024,3,1971-04-05,467,S
08MH024,3,1971-05-05,413,S
08MH024,3,1971-06-05,382,S
08MH024,3,1971-07-05,407,S
08MH024,3,1971-08-05,465,S
08MH024,3,1971-09-05,463,S
08MH024,3,1971-10-05,451,S
08MH024,3,1971-11-05,403,S
08MH024,3,1971-12-05,397,S
08MH024,3,13-05-1971,433,S
08MH024,3,14-05-1971,396,S
08MH024,3,15-05-1971,361,S
08MH024,3,16-05-1971,470,S
08MH024,3,17-05-1971,585,S
08MH024,3,18-05-1971,491,S
08MH024,3,19-05-1971,353,S
08MH024,3,20-05-1971,262,S
08MH024,3,21-05-1971,216,S
08MH024,3,22-05-1971,237,S
08MH024,3,23-05-1971,238,S
08MH024,3,24-05-1971,212,S
08MH024,3,25-05-1971,235,S
08MH024,3,26-05-1971,240,S
08MH024,3,27-05-1971,304,S
08MH024,3,28-05-1971,328,S
08MH024,3,29-05-1971,307,S
08MH024,3,30-05-1971,309,S
08MH024,3,31-05-1971,313,S
08MH024,3,1971-01-06,252,S
08MH024,3,1971-02-06,218,S
08MH024,3,1971-03-06,253,S
08MH024,3,1971-04-06,328,S
08MH024,3,1971-05-06,241,S
08MH024,3,1971-06-06,258,S
08MH024,3,1971-07-06,302,S
08MH024,3,1971-08-06,297,S
08MH024,3,1971-09-06,328,S
08MH024,3,1971-10-06,316,S
08MH024,3,1971-11-06,324,S
08MH024,3,1971-12-06,368,S
08MH024,3,13-06-1971,327,S
08MH024,3,14-06-1971,239,S
08MH024,3,15-06-1971,260,S
08MH024,3,16-06-1971,249,S
08MH024,3,17-06-1971,198,S
08MH024,3,18-06-1971,317,S
08MH024,3,19-06-1971,308,S
08MH024,3,20-06-1971,201,S
08MH024,3,21-06-1971,250,S
08MH024,3,22-06-1971,208,S
08MH024,3,23-06-1971,168,S
08MH024,3,24-06-1971,158,S
08MH024,3,25-06-1971,137,S
08MH024,3,26-06-1971,140,S
08MH024,3,27-06-1971,129,S
08MH024,3,28-06-1971,150,S
08MH024,3,29-06-1971,149,S
08MH024,3,30-06-1971,143,S
08MH024,3,1971-01-07,147,S
08MH024,3,1971-02-07,151,S
08MH024,3,1971-03-07,130,S
08MH024,3,1971-04-07,151,S
08MH024,3,1971-05-07,105,S
08MH024,3,1971-06-07,112,S
08MH024,3,1971-07-07,101,S
08MH024,3,1971-08-07,104,S
08MH024,3,1971-09-07,106,S
08MH024,3,1971-10-07,111,S
08MH024,3,1971-11-07,128,S
08MH024,3,1971-12-07,110,S
08MH024,3,13-07-1971,135,S
08MH024,3,14-07-1971,227,S
08MH024,3,15-07-1971,223,S
08MH024,3,16-07-1971,185,S
08MH024,3,17-07-1971,203,S
08MH024,3,18-07-1971,135,S
08MH024,3,19-07-1971,106,S
08MH024,3,20-07-1971,115,S
08MH024,3,21-07-1971,120,S
08MH024,3,22-07-1971,107,S
08MH024,3,23-07-1971,111,S
08MH024,3,24-07-1971,68,S
08MH024,3,25-07-1971,72,S
08MH024,3,26-07-1971,69,S
08MH024,3,27-07-1971,60,S
08MH024,3,28-07-1971,58,S
08MH024,3,29-07-1971,64,S
08MH024,3,30-07-1971,77,S
08MH024,3,31-07-1971,82,S
08MH024,3,1971-01-08,78,S
08MH024,3,1971-02-08,62,S
08MH024,3,1971-03-08,125,S
08MH024,3,1971-04-08,95,S
08MH024,3,1971-05-08,77,S
08MH024,3,1971-06-08,73,S
08MH024,3,1971-07-08,61,S
08MH024,3,1971-08-08,69,S
08MH024,3,1971-09-08,70,S
08MH024,3,1971-10-08,76,S
08MH024,3,1971-11-08,79,S
08MH024,3,1971-12-08,70,S
08MH024,3,13-08-1971,71,S
08MH024,3,14-08-1971,88,S
08MH024,3,15-08-1971,84,S
08MH024,3,16-08-1971,70,S
08MH024,3,17-08-1971,72,S
08MH024,3,18-08-1971,73,S
08MH024,3,19-08-1971,75,S
08MH024,3,20-08-1971,65,S
08MH024,3,21-08-1971,78,S
08MH024,3,22-08-1971,82,S
08MH024,3,23-08-1971,69,S
08MH024,3,24-08-1971,64,S
08MH024,3,25-08-1971,63,S
08MH024,3,26-08-1971,60,S
08MH024,3,27-08-1971,59,S
08MH024,3,28-08-1971,59,S
08MH024,3,29-08-1971,61,S
08MH024,3,30-08-1971,65,S
08MH024,3,31-08-1971,57,S
08MH024,3,1971-01-09,47,S
08MH024,3,1971-02-09,51,S
08MH024,3,1971-03-09,45,S
08MH024,3,1971-04-09,36,S
08MH024,3,1971-05-09,38,S
08MH024,3,1971-06-09,40,S
08MH024,3,1971-07-09,38,S
08MH024,3,1971-08-09,40,S
08MH024,3,1971-09-09,43,S
08MH024,3,1971-10-09,38,S
08MH024,3,1971-11-09,38,S
08MH024,3,1971-12-09,65,S
08MH024,3,13-09-1971,56,S
08MH024,3,14-09-1971,60,S
08MH024,3,15-09-1971,73,S
08MH024,3,16-09-1971,65,S
08MH024,3,17-09-1971,51,
08MH024,3,18-09-1971,49,
08MH024,3,19-09-1971,48,
08MH024,3,20-09-1971,45,S
08MH024,3,21-09-1971,41,
08MH024,3,22-09-1971,36,
08MH024,3,23-09-1971,31,S
08MH024,3,24-09-1971,29,
08MH024,3,25-09-1971,27,
08MH024,3,26-09-1971,24,
08MH024,3,27-09-1971,22,S
08MH024,3,28-09-1971,23,
08MH024,3,29-09-1971,25,S
08MH024,3,30-09-1971,25,S
08MH024,3,1971-01-10,27,
08MH024,3,1971-02-10,26,
08MH024,3,1971-03-10,26,
08MH024,3,1971-04-10,25,
08MH024,3,1971-05-10,24,S
08MH024,3,1971-06-10,22,
08MH024,3,1971-07-10,27,
08MH024,3,1971-08-10,38,S
08MH024,3,1971-09-10,40,
08MH024,3,1971-10-10,36,
08MH024,3,1971-11-10,32,
08MH024,3,1971-12-10,30,S
08MH024,3,13-10-1971,29,
08MH024,3,14-10-1971,28,
08MH024,3,15-10-1971,28,
08MH024,3,16-10-1971,28,S
08MH024,3,17-10-1971,27,
08MH024,3,18-10-1971,35,
08MH024,3,19-10-1971,55,S
08MH024,3,20-10-1971,35,S
08MH024,3,21-10-1971,20,
08MH024,3,22-10-1971,13,S
08MH024,3,23-10-1971,10,
08MH024,3,24-10-1971,9,
08MH024,3,25-10-1971,12,
08MH024,3,26-10-1971,41,S
08MH024,3,27-10-1971,38,
08MH024,3,28-10-1971,21,
08MH024,3,29-10-1971,8,
08MH024,3,30-10-1971,11,S
08MH024,3,31-10-1971,11,
08MH024,3,1971-01-11,9,
08MH024,3,1971-02-11,7,S
08MH024,3,1971-03-11,13,
08MH024,3,1971-04-11,15,
08MH024,3,1971-05-11,14,S
08MH024,3,1971-06-11,13,
08MH024,3,1971-07-11,11,
08MH024,3,1971-08-11,11,
08MH024,3,1971-09-11,11,
08MH024,3,1971-10-11,11,S
08MH024,3,1971-11-11,11,
08MH024,3,1971-12-11,12,
08MH024,3,13-11-1971,14,S
08MH024,3,14-11-1971,15,
08MH024,3,15-11-1971,15,
08MH024,3,16-11-1971,15,
08MH024,3,17-11-1971,16,S
08MH024,3,18-11-1971,15,
08MH024,3,19-11-1971,14,
08MH024,3,20-11-1971,13,S
08MH024,3,21-11-1971,13,
08MH024,3,22-11-1971,14,
08MH024,3,23-11-1971,37,
08MH024,3,24-11-1971,116,
08MH024,3,25-11-1971,159,S
08MH024,3,26-11-1971,127,
08MH024,3,27-11-1971,83,
08MH024,3,28-11-1971,44,
08MH024,3,29-11-1971,32,
08MH024,3,30-11-1971,24,S
08MH024,3,1971-01-12,24,
08MH024,3,1971-02-12,21,
08MH024,3,1971-03-12,16,
08MH024,3,1971-04-12,12,S
08MH024,3,1971-05-12,10,
08MH024,3,1971-06-12,9,
08MH024,3,1971-07-12,8,
08MH024,3,1971-08-12,7,
08MH024,3,1971-09-12,6,
08MH024,3,1971-10-12,5,S
08MH024,3,1971-11-12,5,
08MH024,3,1971-12-12,5,
08MH024,3,13-12-1971,6,
08MH024,3,14-12-1971,6,
08MH024,3,15-12-1971,7,S
08MH024,3,16-12-1971,12,
08MH024,3,17-12-1971,33,
08MH024,3,18-12-1971,33,S
08MH024,3,19-12-1971,14,
08MH024,3,20-12-1971,9,
08MH024,3,21-12-1971,9,
08MH024,3,22-12-1971,10,
08MH024,3,23-12-1971,10,
08MH024,3,24-12-1971,10,
08MH024,3,25-12-1971,10,S
08MH024,3,26-12-1971,10,
08MH024,3,27-12-1971,10,
08MH024,3,28-12-1971,10,
08MH024,3,29-12-1971,10,
08MH024,3,30-12-1971,10,
08MH024,3,31-12-1971,10,S
08MH024,3,1972-01-01,10,
08MH024,3,1972-02-01,10,
08MH024,3,1972-03-01,10,
08MH024,3,1972-04-01,9,
08MH024,3,1972-05-01,8,S
08MH024,3,1972-06-01,8,
08MH024,3,1972-07-01,9,
08MH024,3,1972-08-01,9,
08MH024,3,1972-09-01,9,
08MH024,3,1972-10-01,8,
08MH024,3,1972-11-01,8,
08MH024,3,1972-12-01,9,S
08MH024,3,13-01-1972,9,
08MH024,3,14-01-1972,9,
08MH024,3,15-01-1972,9,
08MH024,3,16-01-1972,9,
08MH024,3,17-01-1972,9,
08MH024,3,18-01-1972,7,
08MH024,3,19-01-1972,6,S
08MH024,3,20-01-1972,8,
08MH024,3,21-01-1972,8,
08MH024,3,22-01-1972,8,
08MH024,3,23-01-1972,9,
08MH024,3,24-01-1972,10,
08MH024,3,25-01-1972,10,
08MH024,3,26-01-1972,9,
08MH024,3,27-01-1972,9,
08MH024,3,28-01-1972,10,
08MH024,3,29-01-1972,10,
08MH024,3,30-01-1972,9,
08MH024,3,31-01-1972,9,
08MH024,3,1972-01-02,8,
08MH024,3,1972-02-02,9,
08MH024,3,1972-03-02,9,
08MH024,3,1972-04-02,9,
08MH024,3,1972-05-02,8,
08MH024,3,1972-06-02,8,
08MH024,3,1972-07-02,8,
08MH024,3,1972-08-02,10,
08MH024,3,1972-09-02,10,
08MH024,3,1972-10-02,11,
08MH024,3,1972-11-02,11,
08MH024,3,1972-12-02,11,
08MH024,3,13-02-1972,14,
08MH024,3,14-02-1972,20,
08MH024,3,15-02-1972,44,
08MH024,3,16-02-1972,91,
08MH024,3,17-02-1972,52,S
08MH024,3,18-02-1972,17,
08MH024,3,19-02-1972,16,
08MH024,3,20-02-1972,14,
08MH024,3,21-02-1972,14,
08MH024,3,22-02-1972,10,
08MH024,3,23-02-1972,10,
08MH024,3,24-02-1972,9,
08MH024,3,25-02-1972,5,
08MH024,3,26-02-1972,3,S
08MH024,3,27-02-1972,3,
08MH024,3,28-02-1972,5,
08MH024,3,29-02-1972,5,
08MH024,3,1972-01-03,6,
08MH024,3,1972-02-03,7,
08MH024,3,1972-03-03,7,
08MH024,3,1972-04-03,8,
08MH024,3,1972-05-03,8,
08MH024,3,1972-06-03,9,
08MH024,3,1972-07-03,7,
08MH024,3,1972-08-03,6,S
08MH024,3,1972-09-03,9,
08MH024,3,1972-10-03,12,
08MH024,3,1972-11-03,14,
08MH024,3,1972-12-03,17,S
08MH024,3,13-03-1972,23,
08MH024,3,14-03-1972,30,
08MH024,3,15-03-1972,35,S
08MH024,3,16-03-1972,47,
08MH024,3,17-03-1972,56,
08MH024,3,18-03-1972,58,
08MH024,3,19-03-1972,59,
08MH024,3,20-03-1972,61,
08MH024,3,21-03-1972,62,
08MH024,3,22-03-1972,164,S
08MH024,3,23-03-1972,642,S
08MH024,3,24-03-1972,697,
08MH024,3,25-03-1972,397,
08MH024,3,26-03-1972,225,S
08MH024,3,27-03-1972,165,
08MH024,3,28-03-1972,152,
08MH024,3,29-03-1972,139,
08MH024,3,30-03-1972,130,
08MH024,3,31-03-1972,128,S
08MH024,3,1972-01-04,128,
08MH024,3,1972-02-04,126,
08MH024,3,1972-03-04,116,
08MH024,3,1972-04-04,111,
08MH024,3,1972-05-04,114,
08MH024,3,1972-06-04,117,
08MH024,3,1972-07-04,119,S
08MH024,3,1972-08-04,121,
08MH024,3,1972-09-04,122,
08MH024,3,1972-10-04,125,
08MH024,3,1972-11-04,127,S
08MH024,3,1972-12-04,115,
08MH024,3,13-04-1972,100,
08MH024,3,14-04-1972,96,S
08MH024,3,15-04-1972,95,
08MH024,3,16-04-1972,85,
08MH024,3,17-04-1972,72,
08MH024,3,18-04-1972,57,
08MH024,3,19-04-1972,46,S
08MH024,3,20-04-1972,48,
08MH024,3,21-04-1972,52,S
08MH024,3,22-04-1972,55,S
08MH024,3,23-04-1972,56,S
08MH024,3,24-04-1972,59,S
08MH024,3,25-04-1972,63,S
08MH024,3,26-04-1972,61,S
08MH024,3,27-04-1972,58,
08MH024,3,28-04-1972,65,S
08MH024,3,29-04-1972,101,S
08MH024,3,30-04-1972,168,S
08MH024,3,1972-01-05,329,
08MH024,3,1972-02-05,412,S
08MH024,3,1972-03-05,261,S
08MH024,3,1972-04-05,224,S
08MH024,3,1972-05-05,241,S
08MH024,3,1972-06-05,268,S
08MH024,3,1972-07-05,345,S
08MH024,3,1972-08-05,364,S
08MH024,3,1972-09-05,323,S
08MH024,3,1972-10-05,279,S
08MH024,3,1972-11-05,283,S
08MH024,3,1972-12-05,405,S
08MH024,3,13-05-1972,552,S
08MH024,3,14-05-1972,643,S
08MH024,3,15-05-1972,679,S
08MH024,3,16-05-1972,788,S
08MH024,3,17-05-1972,864,S
08MH024,3,18-05-1972,773,S
08MH024,3,19-05-1972,552,S
08MH024,3,20-05-1972,528,S
08MH024,3,21-05-1972,451,S
08MH024,3,22-05-1972,386,S
08MH024,3,23-05-1972,410,S
08MH024,3,24-05-1972,248,S
08MH024,3,25-05-1972,285,S
08MH024,3,26-05-1972,412,S
08MH024,3,27-05-1972,414,S
08MH024,3,28-05-1972,442,S
08MH024,3,29-05-1972,358,S
08MH024,3,30-05-1972,399,S
08MH024,3,31-05-1972,656,S
08MH024,3,1972-01-06,576,S
08MH024,3,1972-02-06,570,S
08MH024,3,1972-03-06,642,S
08MH024,3,1972-04-06,685,S
08MH024,3,1972-05-06,616,S
08MH024,3,1972-06-06,451,S
08MH024,3,1972-07-06,431,S
08MH024,3,1972-08-06,338,S
08MH024,3,1972-09-06,370,S
08MH024,3,1972-10-06,406,S
08MH024,3,1972-11-06,543,S
08MH024,3,1972-12-06,484,S
08MH024,3,13-06-1972,414,S
08MH024,3,14-06-1972,400,S
08MH024,3,15-06-1972,474,S
08MH024,3,16-06-1972,473,S
08MH024,3,17-06-1972,566,S
08MH024,3,18-06-1972,443,S
08MH024,3,19-06-1972,440,S
08MH024,3,20-06-1972,380,S
08MH024,3,21-06-1972,321,S
08MH024,3,22-06-1972,349,S
08MH024,3,23-06-1972,287,S
08MH024,3,24-06-1972,311,S
08MH024,3,25-06-1972,361,S
08MH024,3,26-06-1972,301,S
08MH024,3,27-06-1972,269,S
08MH024,3,28-06-1972,247,S
08MH024,3,29-06-1972,221,S
08MH024,3,30-06-1972,268,S
08MH024,3,1972-01-07,264,S
08MH024,3,1972-02-07,303,S
08MH024,3,1972-03-07,304,S
08MH024,3,1972-04-07,325,S
08MH024,3,1972-05-07,348,S
08MH024,3,1972-06-07,243,S
08MH024,3,1972-07-07,230,S
08MH024,3,1972-08-07,283,S
08MH024,3,1972-09-07,250,S
08MH024,3,1972-10-07,244,S
08MH024,3,1972-11-07,222,S
08MH024,3,1972-12-07,206,S
08MH024,3,13-07-1972,246,S
08MH024,3,14-07-1972,215,S
08MH024,3,15-07-1972,176,S
08MH024,3,16-07-1972,129,S
08MH024,3,17-07-1972,142,S
08MH024,3,18-07-1972,196,S
08MH024,3,19-07-1972,177,S
08MH024,3,20-07-1972,167,S
08MH024,3,21-07-1972,192,S
08MH024,3,22-07-1972,162,S
08MH024,3,23-07-1972,143,S
08MH024,3,24-07-1972,132,S
08MH024,3,25-07-1972,117,S
08MH024,3,26-07-1972,134,S
08MH024,3,27-07-1972,148,S
08MH024,3,28-07-1972,131,S
08MH024,3,29-07-1972,141,S
08MH024,3,30-07-1972,137,S
08MH024,3,31-07-1972,114,S
08MH024,3,1972-01-08,129,S
08MH024,3,1972-02-08,172,S
08MH024,3,1972-03-08,126,S
08MH024,3,1972-04-08,99,S
08MH024,3,1972-05-08,125,S
08MH024,3,1972-06-08,103,S
08MH024,3,1972-07-08,135,S
08MH024,3,1972-08-08,112,S
08MH024,3,1972-09-08,87,S
08MH024,3,1972-10-08,94,S
08MH024,3,1972-11-08,86,S
08MH024,3,1972-12-08,81,S
08MH024,3,13-08-1972,91,S
08MH024,3,14-08-1972,100,S
08MH024,3,15-08-1972,85,S
08MH024,3,16-08-1972,83,S
08MH024,3,17-08-1972,77,S
08MH024,3,18-08-1972,88,S
08MH024,3,19-08-1972,84,S
08MH024,3,20-08-1972,72,
08MH024,3,21-08-1972,58,S
08MH024,3,22-08-1972,71,S
08MH024,3,23-08-1972,67,S
08MH024,3,24-08-1972,59,S
08MH024,3,25-08-1972,61,S
08MH024,3,26-08-1972,66,
08MH024,3,27-08-1972,63,S
08MH024,3,28-08-1972,53,S
08MH024,3,29-08-1972,54,S
08MH024,3,30-08-1972,59,S
08MH024,3,31-08-1972,57,S
08MH024,3,1972-01-09,49,
08MH024,3,1972-02-09,47,S
08MH024,3,1972-03-09,43,
08MH024,3,1972-04-09,42,
08MH024,3,1972-05-09,44,
08MH024,3,1972-06-09,50,S
08MH024,3,1972-07-09,51,
08MH024,3,1972-08-09,49,
08MH024,3,1972-09-09,41,S
08MH024,3,1972-10-09,41,
08MH024,3,1972-11-09,40,
08MH024,3,1972-12-09,39,
08MH024,3,13-09-1972,35,S
08MH024,3,14-09-1972,32,
08MH024,3,15-09-1972,29,
08MH024,3,16-09-1972,24,S
08MH024,3,17-09-1972,23,
08MH024,3,18-09-1972,23,
08MH024,3,19-09-1972,24,
08MH024,3,20-09-1972,24,S
08MH024,3,21-09-1972,25,
08MH024,3,22-09-1972,27,
08MH024,3,23-09-1972,26,S
08MH024,3,24-09-1972,23,
08MH024,3,25-09-1972,18,
08MH024,3,26-09-1972,15,S
08MH024,3,27-09-1972,16,
08MH024,3,28-09-1972,16,
08MH024,3,29-09-1972,15,
08MH024,3,30-09-1972,14,S
08MH024,3,1972-01-10,16,
08MH024,3,1972-02-10,22,S
08MH024,3,1972-03-10,24,
08MH024,3,1972-04-10,23,
08MH024,3,1972-05-10,26,S
08MH024,3,1972-06-10,29,
08MH024,3,1972-07-10,29,
08MH024,3,1972-08-10,29,
08MH024,3,1972-09-10,27,
08MH024,3,1972-10-10,26,
08MH024,3,1972-11-10,27,S
08MH024,3,1972-12-10,38,
08MH024,3,13-10-1972,46,S
08MH024,3,14-10-1972,44,
08MH024,3,15-10-1972,42,
08MH024,3,16-10-1972,39,
08MH024,3,17-10-1972,35,S
08MH024,3,18-10-1972,32,
08MH024,3,19-10-1972,29,
08MH024,3,20-10-1972,26,
08MH024,3,21-10-1972,20,S
08MH024,3,22-10-1972,16,
08MH024,3,23-10-1972,15,
08MH024,3,24-10-1972,16,S
08MH024,3,25-10-1972,20,
08MH024,3,26-10-1972,27,
08MH024,3,27-10-1972,32,
08MH024,3,28-10-1972,38,S
08MH024,3,29-10-1972,44,
08MH024,3,30-10-1972,48,
08MH024,3,31-10-1972,51,S
08MH024,3,1972-01-11,52,
08MH024,3,1972-02-11,52,
08MH024,3,1972-03-11,52,
08MH024,3,1972-04-11,52,
08MH024,3,1972-05-11,52,
08MH024,3,1972-06-11,49,
08MH024,3,1972-07-11,44,
08MH024,3,1972-08-11,39,
08MH024,3,1972-09-11,32,
08MH024,3,1972-10-11,30,S
08MH024,3,1972-11-11,30,
08MH024,3,1972-12-11,29,
08MH024,3,13-11-1972,26,
08MH024,3,14-11-1972,23,S
08MH024,3,15-11-1972,20,
08MH024,3,16-11-1972,18,S
08MH024,3,17-11-1972,21,
08MH024,3,18-11-1972,21,
08MH024,3,19-11-1972,21,
08MH024,3,20-11-1972,21,S
08MH024,3,21-11-1972,22,
08MH024,3,22-11-1972,20,S
08MH024,3,23-11-1972,10,S
08MH024,3,24-11-1972,8,
08MH024,3,25-11-1972,13,S
08MH024,3,26-11-1972,15,
08MH024,3,27-11-1972,15,S
08MH024,3,28-11-1972,16,
08MH024,3,29-11-1972,14,
08MH024,3,30-11-1972,13,S
08MH024,3,1972-01-12,14,
08MH024,3,1972-02-12,13,
08MH024,3,1972-03-12,12,
08MH024,3,1972-04-12,12,
08MH024,3,1972-05-12,11,
08MH024,3,1972-06-12,10,
08MH024,3,1972-07-12,11,
08MH024,3,1972-08-12,10,
08MH024,3,1972-09-12,11,
08MH024,3,1972-10-12,10,
08MH024,3,1972-11-12,10,
08MH024,3,1972-12-12,10,S
08MH024,3,13-12-1972,11,
08MH024,3,14-12-1972,11,
08MH024,3,15-12-1972,10,
08MH024,3,16-12-1972,10,
08MH024,3,17-12-1972,11,
08MH024,3,18-12-1972,11,S
08MH024,3,19-12-1972,12,
08MH024,3,20-12-1972,24,
08MH024,3,21-12-1972,47,
08MH024,3,22-12-1972,56,S
08MH024,3,23-12-1972,45,
08MH024,3,24-12-1972,35,
08MH024,3,25-12-1972,23,
08MH024,3,26-12-1972,21,
08MH024,3,27-12-1972,19,
08MH024,3,28-12-1972,15,
08MH024,3,29-12-1972,13,
08MH024,3,30-12-1972,12,
08MH024,3,31-12-1972,9,S
08MH024,3,1973-01-01,11,
08MH024,3,1973-02-01,33,
08MH024,3,1973-03-01,65,S
08MH024,3,1973-04-01,49,
08MH024,3,1973-05-01,27,
08MH024,3,1973-06-01,13,
08MH024,3,1973-07-01,8,
08MH024,3,1973-08-01,7,
08MH024,3,1973-09-01,12,
08MH024,3,1973-10-01,11,S
08MH024,3,1973-11-01,13,
08MH024,3,1973-12-01,13,
08MH024,3,13-01-1973,14,
08MH024,3,14-01-1973,15,
08MH024,3,15-01-1973,15,S
08MH024,3,16-01-1973,15,
08MH024,3,17-01-1973,14,
08MH024,3,18-01-1973,13,
08MH024,3,19-01-1973,11,
08MH024,3,20-01-1973,9,
08MH024,3,21-01-1973,8,
08MH024,3,22-01-1973,7,
08MH024,3,23-01-1973,7,S
08MH024,3,24-01-1973,6,
08MH024,3,25-01-1973,7,
08MH024,3,26-01-1973,7,
08MH024,3,27-01-1973,6,
08MH024,3,28-01-1973,5,
08MH024,3,29-01-1973,4,S
08MH024,3,30-01-1973,5,
08MH024,3,31-01-1973,7,
08MH024,3,1973-01-02,8,
08MH024,3,1973-02-02,10,
08MH024,3,1973-03-02,10,
08MH024,3,1973-04-02,9,
08MH024,3,1973-05-02,10,
08MH024,3,1973-06-02,10,
08MH024,3,1973-07-02,10,S
08MH024,3,1973-08-02,11,S
08MH024,3,1973-09-02,9,S
08MH024,3,1973-10-02,7,
08MH024,3,1973-11-02,7,
08MH024,3,1973-12-02,7,
08MH024,3,13-02-1973,6,S
08MH024,3,14-02-1973,6,
08MH024,3,15-02-1973,7,
08MH024,3,16-02-1973,7,
08MH024,3,17-02-1973,8,S
08MH024,3,18-02-1973,8,
08MH024,3,19-02-1973,9,
08MH024,3,20-02-1973,11,S
08MH024,3,21-02-1973,12,
08MH024,3,22-02-1973,12,
08MH024,3,23-02-1973,14,
08MH024,3,24-02-1973,18,S
08MH024,3,25-02-1973,19,
08MH024,3,26-02-1973,18,
08MH024,3,27-02-1973,18,
08MH024,3,28-02-1973,17,S
08MH024,3,1973-01-03,19,
08MH024,3,1973-02-03,19,
08MH024,3,1973-03-03,19,
08MH024,3,1973-04-03,18,
08MH024,3,1973-05-03,17,
08MH024,3,1973-06-03,15,S
08MH024,3,1973-07-03,13,
08MH024,3,1973-08-03,11,
08MH024,3,1973-09-03,10,
08MH024,3,1973-10-03,9,
08MH024,3,1973-11-03,7,
08MH024,3,1973-12-03,7,
08MH024,3,13-03-1973,6,S
08MH024,3,14-03-1973,7,
08MH024,3,15-03-1973,8,S
08MH024,3,16-03-1973,10,
08MH024,3,17-03-1973,10,
08MH024,3,18-03-1973,9,
08MH024,3,19-03-1973,8,S
08MH024,3,20-03-1973,10,
08MH024,3,21-03-1973,11,
08MH024,3,22-03-1973,11,
08MH024,3,23-03-1973,11,
08MH024,3,24-03-1973,12,S
08MH024,3,25-03-1973,14,
08MH024,3,26-03-1973,15,
08MH024,3,27-03-1973,17,
08MH024,3,28-03-1973,18,S
08MH024,3,29-03-1973,20,
08MH024,3,30-03-1973,25,
08MH024,3,31-03-1973,33,
08MH024,3,1973-01-04,37,
08MH024,3,1973-02-04,46,
08MH024,3,1973-03-04,55,
08MH024,3,1973-04-04,65,S
08MH024,3,1973-05-04,87,
08MH024,3,1973-06-04,112,
08MH024,3,1973-07-04,131,
08MH024,3,1973-08-04,149,
08MH024,3,1973-09-04,173,
08MH024,3,1973-10-04,188,S
08MH024,3,1973-11-04,185,
08MH024,3,1973-12-04,158,
08MH024,3,13-04-1973,132,S
08MH024,3,14-04-1973,117,
08MH024,3,15-04-1973,120,
08MH024,3,16-04-1973,141,
08MH024,3,17-04-1973,167,S
08MH024,3,18-04-1973,179,
08MH024,3,19-04-1973,161,
08MH024,3,20-04-1973,147,
08MH024,3,21-04-1973,138,S
08MH024,3,22-04-1973,132,S
08MH024,3,23-04-1973,108,S
08MH024,3,24-04-1973,113,S
08MH024,3,25-04-1973,127,S
08MH024,3,26-04-1973,152,S
08MH024,3,27-04-1973,170,S
08MH024,3,28-04-1973,168,S
08MH024,3,29-04-1973,163,
08MH024,3,30-04-1973,158,
08MH024,3,1973-01-05,151,
08MH024,3,1973-02-05,144,
08MH024,3,1973-03-05,151,S
08MH024,3,1973-04-05,160,S
08MH024,3,1973-05-05,138,S
08MH024,3,1973-06-05,197,S
08MH024,3,1973-07-05,270,S
08MH024,3,1973-08-05,304,S
08MH024,3,1973-09-05,351,S
08MH024,3,1973-10-05,399,S
08MH024,3,1973-11-05,370,S
08MH024,3,1973-12-05,264,S
08MH024,3,13-05-1973,196,S
08MH024,3,14-05-1973,175,S
08MH024,3,15-05-1973,189,S
08MH024,3,16-05-1973,244,S
08MH024,3,17-05-1973,351,S
08MH024,3,18-05-1973,488,S
08MH024,3,19-05-1973,593,S
08MH024,3,20-05-1973,582,S
08MH024,3,21-05-1973,531,S
08MH024,3,22-05-1973,472,S
08MH024,3,23-05-1973,389,S
08MH024,3,24-05-1973,308,S
08MH024,3,25-05-1973,289,S
08MH024,3,26-05-1973,278,S
08MH024,3,27-05-1973,230,S
08MH024,3,28-05-1973,249,S
08MH024,3,29-05-1973,286,S
08MH024,3,30-05-1973,228,S
08MH024,3,31-05-1973,191,S
08MH024,3,1973-01-06,159,S
08MH024,3,1973-02-06,162,S
08MH024,3,1973-03-06,182,S
08MH024,3,1973-04-06,140,S
08MH024,3,1973-05-06,118,S
08MH024,3,1973-06-06,143,S
08MH024,3,1973-07-06,146,S
08MH024,3,1973-08-06,145,S
08MH024,3,1973-09-06,158,S
08MH024,3,1973-10-06,220,S
08MH024,3,1973-11-06,288,S
08MH024,3,1973-12-06,290,S
08MH024,3,13-06-1973,258,
08MH024,3,14-06-1973,214,S
08MH024,3,15-06-1973,187,S
08MH024,3,16-06-1973,151,S
08MH024,3,17-06-1973,117,S
08MH024,3,18-06-1973,117,S
08MH024,3,19-06-1973,143,S
08MH024,3,20-06-1973,121,S
08MH024,3,21-06-1973,127,S
08MH024,3,22-06-1973,159,S
08MH024,3,23-06-1973,153,S
08MH024,3,24-06-1973,122,S
08MH024,3,25-06-1973,129,S
